question,gold,category
"56세 남성이 2개월 전부터 악화된 다뇨, 다음 및 체중 감소를 주소로 내원하였다. 환자는 하루에 약 4-5리터의 소변을 보며, 밤에도 2-3회 소변을 보기 위해 깨어난다고 한다. 과거력상 고혈압으로 10년간 약물 치료 중이며, 2년 전 건강검진에서 공복혈당장애를 지적받았으나 특별한 조치를 취하지 않았다. 가족력상 부친이 당뇨병으로 인슐린 치료를 받았다. 신체 검진에서 혈압 148/92 mmHg, 맥박 84회/분, 호흡수 18회/분, 체온 36.5°C이며, 피부 탄력도가 감소되어 있고 구강 점막이 건조하였다. 환자의 임상 상태를 평가하기 위해 시행한 검사 중 가장 중요한 것은?

말초혈액검사: 백혈구 7,200/μL, 혈색소 15.2 g/dL, 혈소판 248,000/μL
혈청 생화학: 나트륨 138 mEq/L, 칼륨 4.2 mEq/L, 염소 104 mEq/L, 중탄산염 24 mEq/L, BUN 28 mg/dL, 크레아티닌 1.1 mg/dL, 총 단백 7.0 g/dL, 알부민 4.1 g/dL, AST 32 IU/L, ALT 28 IU/L

A. 소변 삼투압 측정
B. 물 제한 검사
C. 공복 혈당 및 당화혈색소 측정
D. 혈청 코르티솔 일중 변동 검사
E. 갑상선 자극 호르몬 측정",C,Endocrinology
"23세 여성이 3주 전부터 갑자기 시작된 다뇨, 다음 및 야간뇨를 주소로 내원하였다. 환자는 하루에 물을 4-5리터 이상 마시며, 소변량도 비슷하게 증가했다고 한다. 최근 2kg의 체중 감소가 있었으며, 갈증으로 인해 밤에도 여러 번 깨어 물을 마신다고 한다. 과거력상 특이사항은 없으며, 최근 두부 외상이나 뇌수술 병력도 없다. 약물 복용력도 없다. 신체 검진에서 혈압 115/75 mmHg, 맥박 76회/분, 호흡수 16회/분, 체온 36.7°C로 측정되었다. 구강 점막은 약간 건조하였으나 그 외 특이 소견은 관찰되지 않았다. 혈액 검사에서 공복혈당 92 mg/dL, 혈청 나트륨 145 mEq/L, 혈청 삼투압 295 mOsm/kg로 측정되었고, 소변 삼투압은 150 mOsm/kg로 낮게 나왔다. 야간뇨를 동반한 다뇨 및 다음의 원인을 파악하기 위한 다음 단계 검사로 가장 적절한 것은?

말초혈액검사: 백혈구 6,800/μL, 혈색소 13.5 g/dL, 혈소판 232,000/μL
소변검사: 비중 1.005, 단백 음성, 당 음성, 케톤 음성
갑상선 기능 검사: TSH 2.3 μIU/mL, 유리 T4 1.2 ng/dL

A. 복부 초음파 검사
B. 물 제한 검사와 데스모프레신(항이뇨 호르몬) 투여 반응 평가
C. 경구 당부하 검사
D. 뇌하수체 MRI 검사
E. 24시간 소변 칼슘 및 크레아티닌 측정",B,Endocrinology
"45세 남성이 3개월 전부터 지속된 다뇨, 다음 및 체중 감소로 내원하였다. 당뇨병으로 진단받고 메트포르민 850mg을 하루 두 번 복용 중이나 혈당 조절이 잘 되지 않아 내원하였다. 최근 한 달간 5kg의 체중 감소가 있었고, 심한 갈증과 잦은 소변으로 일상생활에 불편함을 느낀다고 한다. 과거력상 10년 전 고혈압 진단 후 약물 치료 중이며, 5년 전 고지혈증을 진단받았다. 가족력상 모친과 형이 당뇨병으로 치료받고 있다. 신체 검진에서 혈압 146/88 mmHg, 맥박 88회/분, 호흡수 20회/분, 체온 36.6°C이며, BMI는 28.2 kg/m²였다. 이 환자의 당뇨병 관리를 위한 가장 적절한 치료 방법은?

말초혈액검사: 백혈구 7,300/μL, 혈색소 14.8 g/dL, 혈소판 255,000/μL
지질 프로필: 총 콜레스테롤 238 mg/dL, LDL 콜레스테롤 152 mg/dL, HDL 콜레스테롤 38 mg/dL, 중성지방 240 mg/dL
소변 미세알부민/크레아티닌 비율: 45 mg/g. 혈액 검사에서 공복혈당 198 mg/dL, HbA1c 9.6%, 혈청 크레아티닌 1.1 mg/dL였다. 소변검사에서 당뇨(3+)가 확인되었다.

A. 메트포르민 용량 증량
B. 설포닐유레아 추가
C. 인슐린 치료 시작
D. SGLT-2 억제제 추가
E. GLP-1 수용체 작용제 추가",C,Endocrinology
"28세 여자 환자가 2개월 전부터 지속된 다뇨와 다음을 주소로 내원하였다. 환자는 하루에 약 5-6L의 물을 마시며, 그에 상응하는 소변량을 보인다고 한다. 최근 10kg의 체중 감소가 있었고, 식욕은 정상이라고 한다. 6개월 전 조현병 진단으로 리스페리돈을 복용 중이다. 신체 검진에서 혈압 125/78mmHg, 맥박 82회/분, 체온 36.5°C였으며, 구강 점막은 정상이고 피부 탄력도도 정상이었다. 환자의 24시간 소변량은 5.2L였다. 다음 검사 결과 중 환자의 다뇨증 원인으로 가장 가능성이 높은 것은?

혈액 검사: 공복 혈당 88mg/dL, BUN 10mg/dL, Cr 0.7mg/dL, Na 132mEq/L, K 3.9mEq/L, Cl 98mEq/L, 혈청 삼투압 275mOsm/kg
소변 검사: 비중 1.001, 단백(-), 당(-), 소변 삼투압 80mOsm/kg
수분 제한 검사(8시간): 체중 감소 1.2kg, 소변 삼투압 220mOsm/kg, 혈청 삼투압 288mOsm/kg
데스모프레신 투여 후: 소변 삼투압 600mOsm/kg

A. 신성 요붕증(Nephrogenic diabetes insipidus)
B. 중추성 요붕증(Central diabetes insipidus)
C. 심인성 다음다뇨증(Psychogenic polydipsia)
D. 당뇨병(Diabetes mellitus)
E. 부신피질 기능항진증(Hypercortisolism)",C,Psychiatry
"48세 남자 환자가 1개월 전부터 시작된 다뇨증과, 심한 갈증을 주소로 내원하였다. 환자는 하루 4L 이상의 소변을 보며, 3주 전부터 리튬을 복용 중이다. 신체 검진에서 혈압 132/78mmHg, 맥박 84회/분이었으며, 구강 점막은 약간 건조하였다. 환자의 24시간 소변량은 4.8L였다. 다음 검사 결과에 따른 환자의 다뇨증 원인과 그에 가장 적합한 치료는?

혈액 검사: 공복 혈당 94mg/dL, BUN 22mg/dL, Cr 1.1mg/dL, Na 146mEq/L, K 4.2mEq/L, Cl 104mEq/L, 혈청 삼투압 302mOsm/kg, 혈중 리튬 농도 0.9mmol/L
소변 검사: 비중 1.002, 단백(-), 당(-), 소변 삼투압 100mOsm/kg
수분 제한 검사(8시간): 체중 감소 2.4kg, 소변 삼투압 120mOsm/kg, 혈청 삼투압 312mOsm/kg
데스모프레신 투여 후: 소변 삼투압 140mOsm/kg

A. 중추성 요붕증; 데스모프레신 비강 스프레이
B. 신성 요붕증; 리튬 중단과 히드로클로로티아지드 투여
C. 심인성 다음다뇨증; 수분 제한과 항정신병 약물 조절
D. 당뇨병; 인슐린 치료
E. 만성 신부전; 투석 치료",B,Nephrology
"65세 남자 환자가 내원 당일 아침부터 발생한 다뇨, 다음, 의식 저하를 주소로 응급실에 내원하였다. 환자는 10년 전 뇌하수체 종양으로 경접형동 수술을 받았으며, 이후 중추성 요붕증으로 데스모프레신 비강 스프레이를 사용해왔다. 그러나 최근 1주일간 감기 증상으로 비강 울혈이 심해 데스모프레신 투여가 제대로 되지 않았다고 한다. 내원 시 의식은 기면 상태였으며, 활력 징후는 혈압 100/60mmHg, 맥박 118회/분, 호흡수 22회/분, 체온 37.2°C였다. 신체 검진에서 심한 구강 건조와 피부 긴장도 감소가 관찰되었다. 다음 중 이 환자에게 가장 적절한 초기 치료는?

혈액 검사: Na 158mEq/L, K 4.8mEq/L, Cl 120mEq/L, BUN 45mg/dL, Cr 1.6mg/dL, 혈당 110mg/dL, 혈청 삼투압 330mOsm/kg
소변 검사: 비중 1.003, 단백(-), 당(-), 소변 삼투압 150mOsm/kg
뇌 CT: 급성 두개내 병변 없음

A. 5% 포도당 용액의 빠른 정맥 주입
B. 0.9% 생리식염수 정맥 주입과 데스모프레신 피하 주사
C. 5% 포도당 용액과 0.45% 생리식염수의 정맥 주입, 그리고 데스모프레신 피하 주사
D. 3% 고장성 식염수 정맥 주입
E. 경구 수분 공급과 경구 데스모프레신 투여",C,Endocrinology
"55세 남성이 다뇨와 다음으로 내원하였다. 환자는 2주 전부터 하루 소변량이 급격히 증가하여 약 5-6L 정도이며, 갈증이 심해 물을 계속 마시게 된다고 호소하였다. 소변이 맑고 무색이며, 밤에도 3-4회 소변을 보기 위해 깨어난다고 한다. 환자는 1개월 전 뇌하수체 선종으로 경접형동 접근법을 통한 종양 제거술을 받았다. 수술 직후에는 특별한 증상이 없었으나, 2주 전부터 현재의 증상이 갑자기 시작되었다고 한다. 환자는 현재 갑상선기능저하증으로 갑상선호르몬을 복용 중이며, 다른 기저질환이나 약물 복용력은 없다. 신체 검사에서 혈압 130/85 mmHg, 맥박 88회/분, 호흡수 16회/분, 체온 36.5°C이었다. 피부와 점막은 건조해 보였으나, 다른 이상 소견은 관찰되지 않았다. 이 환자에서 다뇨증의 원인을 평가하기 위한 가장 적절한 검사는?

혈액 검사: Na 147 mEq/L, K 4.0 mEq/L, Cl 108 mEq/L, HCO3 24 mEq/L, BUN 18 mg/dL, Cr 0.9 mg/dL, Glucose 95 mg/dL, Ca 9.2 mg/dL, Albumin 4.2 g/dL
소변 검사: 비중 1.002, pH 6.0, 단백질(-), 포도당(-)
24시간 소변량: 5,800 mL
갑상선 기능 검사: TSH 2.1 μIU/mL, Free T4 1.2 ng/dL

A. 수분제한검사 후 항이뇨호르몬 투여 반응 평가
B. 혈청 및 소변 삼투압 측정
C. 신장 초음파 검사
D. 혈청 항이뇨호르몬(ADH) 농도 측정
E. 고삼투압 자극 검사",A,Endocrinology
"65세 남성이 3주 전부터 시작된 다뇨, 다갈, 전신 쇠약감으로 내원하였다. 환자는 평소보다 물을 3배 이상 많이 마시게 되었고, 소변량도 크게 증가했다고 한다. 최근 약 5kg의 체중 감소가 있었으며, 밤에 소변을 보기 위해 3-4회 깨어난다고 호소하였다. 2주 전부터는 시력이 약간 흐려지는 증상도 있다고 한다. 과거력에서 고혈압으로 10년간 약물 치료 중이며, 당뇨 가족력으로 어머니와 형이 있다. 신체 검사에서 혈압 150/90 mmHg, 맥박 85회/분, 호흡수 18회/분, 체온 36.7°C였다. 피부는 건조했으며, 혀와 구강 점막도 건조했다. 신경학적 검사에서 특이 소견은 없었다. 이 환자의 다뇨증 치료를 위한 가장 적절한 초기 치료는?

혈액 검사: Glucose 320 mg/dL, Na 137 mEq/L, K 4.2 mEq/L, Cl 101 mEq/L, BUN 28 mg/dL, Cr 1.2 mg/dL, HbA1c 10.2%
소변 검사: 비중 1.025, 포도당 3+, 케톤 음성, 단백 음성
24시간 소변량: 약 5L

A. 경구 메트포르민(metformin) 투여
B. 경구 디스모프레신(desmopressin) 투여
C. 정맥 생리식염수 투여
D. 정맥 인슐린 주사와 수액 요법
E. 티아지드(thiazide) 이뇨제 투여",A,Endocrinology
"45세 여성이 2개월 동안 지속된 심한 갈증과 잦은 소변으로 내원하였다. 환자는 하루에 약 6-7리터의 물을 마시며, 밤에도 여러 번 깨어 소변을 보고 물을 마신다고 한다. 최근 두통이 심해져 응급실에 방문한 적이 있었으며, 1년 전 자동차 사고로 머리를 심하게 부딪혔던 병력이 있다. 신체 검사에서 특이 소견은 없었다. 제한수분검사(water deprivation test)를 실시한 결과, 소변 삼투압은 지속적으로 낮게 유지되었으며(100 mOsm/kg), 혈장 삼투압은 증가하였다(310 mOsm/kg). 데스모프레신(desmopressin) 투여 후 소변 삼투압이 450 mOsm/kg으로 증가하였다. 이 환자의 가장 가능성 높은 진단은?

혈액 검사: Na 148 mEq/L, K 3.8 mEq/L, Cl 108 mEq/L, 포도당 95 mg/dL, BUN 15 mg/dL, Cr 0.8 mg/dL, 혈장 삼투압 310 mOsm/kg
소변 검사: 비중 1.002, 단백질 음성, 포도당 음성, 소변 삼투압 100 mOsm/kg
뇌 MRI: 뇌하수체 줄기와 후엽 부위에 신호 감소 소견 관찰됨

A. 신성 요붕증
B. 중추성 요붕증
C. 심인성 다음증
D. 제1형 당뇨병
E. 요붕증을 동반한 SIADH",B,Endocrinology
"58세 남성이 3개월 전부터 시작된 다뇨, 다음, 체중 감소로 내원하였다. 환자는 최근 3개월 동안 약 8kg의 체중이 감소했으며, 하루에 소변을 약 4L 정도 본다고 한다. 또한 소변을 볼 때마다 거품이 많이 생긴다고 호소한다. 시력이 약간 흐려졌고 발바닥이 저리는 증상도 있다고 한다. 과거력상 10년 전 고혈압을 진단받고 약물 치료 중이며, 가족력상 아버지와 형이 당뇨병으로 치료받은 적이 있다. 신체 검사에서 혈압 150/90mmHg, 맥박 82회/분, 호흡수 18회/분, 체온 36.5℃였다. 복부 비만이 관찰되었고, 양측 발목의 감각이 약간 저하되어 있었다. 이 환자의 다뇨증을 설명하는 가장 적절한 기전은?

혈액 검사: 공복 혈당 220 mg/dL, HbA1c 9.8%, 총 콜레스테롤 230 mg/dL, 중성지방 180 mg/dL, HDL 콜레스테롤 35 mg/dL, LDL 콜레스테롤 150 mg/dL, BUN 25 mg/dL, Cr 1.2 mg/dL
소변 검사: 단백질 2+, 포도당 3+, 케톤체 음성
안저 검사: 초기 비증식성 당뇨망막병증 소견

A. 항이뇨호르몬 분비 감소
B. 신장 집합관에서의 항이뇨호르몬 저항성
C. 삼투성 이뇨로 인한 용질 이뇨
D. 염분 과다 섭취로 인한 나트륨 이뇨
E. 과다한 물 섭취로 인한 수분 이뇨",C,Endocrinology
"32세 여성이 지난 6개월간 지속된 다뇨증, 다음증, 그리고 전반적인 무기력감으로 내원하였다. 환자는 정신과에서 조현병으로 진단받고 7년간 약물 치료 중이며, 최근 약물 용량이 증가했다. 환자는 하루에 5-6리터의 물을 마시며, 깨어 있는 시간 대부분을 물을 마시는 데 보낸다고 한다. 갈증이 심하지 않아도 습관적으로 물을 마신다고 한다. 환자는 정신과 약물로 클로자핀(clozapine)과 할로페리돌(haloperidol)을 복용 중이다. 신체 검사에서 혈압 110/70mmHg, 맥박 75회/분, 호흡수 16회/분, 체온 36.7℃였다. 신경학적 검사에서 특이 소견은 없었다. 이 환자에게 가장 적절한 교육 내용은?

혈액 검사: Na 133 mEq/L, K 3.9 mEq/L, Cl 98 mEq/L, 공복 혈당 85 mg/dL, BUN 10 mg/dL, Cr 0.7 mg/dL, 혈장 삼투압 275 mOsm/kg
소변 검사: 비중 1.003, 단백질 음성, 포도당 음성, 소변 삼투압 80 mOsm/kg
제한수분검사: 8시간 후 혈장 삼투압 290 mOsm/kg, 소변 삼투압 320 mOsm/kg
약물 스크리닝: 음성

A. 하루 물 섭취량을 5리터로 제한하고 카페인이 함유된 음료를 늘릴 것
B. 데스모프레신 스프레이를 취침 전 사용하는 방법을 교육할 것
C. 단계적으로 물 섭취량을 줄이고 물 섭취 일지를 작성하도록 할 것
D. 인슐린 주사 방법과 저혈당 대처법을 교육할 것
E. 소금 섭취를 늘리고 물 섭취를 자유롭게 할 것",C,Psychiatry
"68세 여성이 3주 전부터 시작된 소변량 증가, 구갈, 그리고 어지러움을 주소로 내원하였다. 환자는 20년 전부터 고혈압으로 치료 중이며, 2개월 전 혈압 조절이 잘 되지 않아 이뇨제 용량을 증가하였다. 하루 소변량은 약 3.5L 정도이며, 특히 이뇨제 복용 후 증상이 심해진다고 한다. 최근 가벼운 실신 에피소드가 있었고, 기립 시 어지러움이 심해져 일상생활에 불편함을 호소한다. 현재 복용 중인 약물은 히드로클로로티아지드(hydrochlorothiazide) 25mg/일, 암로디핀(amlodipine) 5mg/일이다. 신체 검사에서 혈압 130/80mmHg(앉은 자세), 110/60mmHg(서 있는 자세), 맥박 90회/분(앉은 자세), 110회/분(서 있는 자세), 호흡수 18회/분, 체온 36.6℃였다. 피부와 점막이 건조하고, 경정맥 충만도가 감소하였다. 이 환자의 다뇨증과 관련된 가장 우선적인 치료는?

혈액 검사: Na 132 mEq/L, K 3.2 mEq/L, Cl 96 mEq/L, HCO3 28 mEq/L, BUN 30 mg/dL, Cr 1.3 mg/dL, 포도당 92 mg/dL, 총 Ca 8.9 mg/dL, 혈장 삼투압 280 mOsm/kg
소변 검사: 비중 1.010, 단백질 음성, 포도당 음성, Na 30 mEq/L, K 40 mEq/L
심전도: 정상 동성 리듬, QT 간격 연장

A. 히드로클로로티아지드 용량을 50mg/일로 증가
B. 히드로클로로티아지드 중단과 체액량 회복
C. 인슐린 치료 시작
D. 데스모프레신 비강 스프레이 처방
E. 물 섭취 제한과 정신과 상담",B,Nephrology
"55세 남성이 2주 동안 진행된 다뇨, 다음, 전신 쇠약감, 구역감을 주소로 응급실에 내원하였다. 환자는 하루 소변량이 4리터 이상이며, 지속적인 갈증으로 물을 많이 마시게 되었다고 한다. 최근 식욕이 감소하고 체중이 3kg 줄었으며, 변비와 복통도 있다고 한다. 과거력상 특이 사항 없으며, 가족력상 아버지가 전립선암으로 치료받은 병력이 있다. 신체 검사에서 혈압 130/80 mmHg, 맥박 100회/분, 호흡수 20회/분, 체온 37.0°C였으며, 구강 점막이 건조하고 피부 탄력이 감소해 있었다. 신경학적 검사에서 깊은 건반사가 감소되어 있었다. 이 환자에게 가장 적절한 초기 치료는?

혈액 검사: Na 148 mEq/L, K 3.0 mEq/L, Cl 110 mEq/L, 혈당 110 mg/dL, BUN 50 mg/dL, Cr 2.0 mg/dL, Ca 13.5 mg/dL, P 2.0 mg/dL, 알부민 3.2 g/dL
소변 검사: 비중 1.010, 당(-), 단백(+)
혈액 가스 검사: pH 7.48, HCO3- 32 mEq/L
흉부 X-선: 우측 폐상부에 다발성 결절 소견
척추 MRI: T12, L2, L4 척추체에 용해성 병변

A. 수액 공급 및 푸로세미드 투여
B. 수액 공급 및 파미드로네이트 투여
C. 중탄산나트륨 투여 및 혈액투석
D. 데스모프레신 투여 및 수분 제한
E. 인슐린과 포도당 투여",B,Endocrinology
